,doc_id,paragraph_id,source_text,target_text,error_types,num_errors,source_file,has_sec,mec_only
4454,30,1,This is due to people spending comparatively more time on social networking than time on reading newpapers.,This is due to people spending comparatively more time on social networking than  on reading newspapers.,"['Rloc-', 'Mec']",2,official-2014.1.sgml,True,False
4458,30,2,"This had caused panic among the people who had flooded the local police department with numerous phone calls, and this had resulted temporarily closed of schools.","This caused panic among the people, who flooded the local police department with  phone calls, and this resulted in temporarily closed  schools.","['Vt', 'Mec', 'Vt', 'Rloc-', 'Vt', 'Prep', 'Prep']",7,official-2014.1.sgml,True,False
4459,30,2,"The spreading of false information can be a potential psychological threat to everyone, given that social media can disseminate information in a realtively fast speed.","The spreading of false information can be a potential psychological threat to everyone, given that social media can disseminate information at a relatively fast speed.","['Prep', 'Mec']",2,official-2014.1.sgml,True,False
4461,30,2,"But, there will still be unreliable sources spreading false information on social media sites despite high security to control almost every social networking movement.","But, there will still be unreliable sources spreading false information on social media sites, despite high security to control almost every social networking movement.",['Mec'],1,official-2014.1.sgml,True,True
4465,30,3,"Therefore, with the help of technology, people are able to catch up wth each other conveniently.","Therefore, with the help of technology, people are able to catch up with each other conveniently.",['Mec'],1,official-2014.1.sgml,True,True
4466,30,3,"Furthermore, it will be easier to make new friends find who have simliar interests or hobbies.","Furthermore, it will be easier to make new friends  who have similar interests or hobbies.","['Rloc-', 'Mec']",2,official-2014.1.sgml,True,False
4471,30,4,"In conclusion, social media in the contemporary society is able to help one improve relationship and make new friends, as well as, disseminate information efficiently to the masses.","In conclusion, social media in  contemporary society are able to help one improve relationships and make new friends, as well as disseminate information efficiently to the masses.","['ArtOrDet', 'SVA', 'Nn', 'Mec']",4,official-2014.1.sgml,True,False
4476,31,0,"With just a touch away from any meida/electronic devices, one can easily interact and communicate with his friends without much hassle.","With  any media/electronic devices, one can easily interact and communicate with one's friends without much hassle.","['Rloc-', 'Mec', 'Pref']",3,official-2014.1.sgml,True,False
4478,31,0,"With the sharing of personal photos, posting of status of one's personal feeling or experience and able to reply to these posts allowed human interaction to be engage and expand with ease.","The sharing of personal photos, posting of status or one's personal feelings or experience and the ability to reply to these posts have allowed human interaction to  and expand with ease.","['Prep', 'Mec', 'Nn', 'Wform', 'Vt', 'Um']",6,official-2014.1.sgml,True,False
4479,31,0,Introverts or those who are shy to communicate with their friends are now able to do so in the form of words via social media platform.,"Introverts, or those who are shy about communicating with their friends, are now able to do so in the form of words via social media platforms.","['Mec', 'Prep', 'Vform', 'Mec', 'Nn']",5,official-2014.1.sgml,True,False
4485,31,1,We cannot be certain for sure the reliabilty or truth of some posts or information we received through the Inetrnet.,We cannot be certain of the reliabilty or truth of some posts or information we receive through the Internet.,"['Prep', 'Rloc-', 'Vt', 'Mec']",4,official-2014.1.sgml,True,False
4486,31,1,"We may in actual fact communicating with a hoax Facebook acccount of a cyber friend, which we assume to be real but in reality, it is a fake account.","We may in actual fact be communicating with a fake Facebook account of an online friend, which we assume to be real but, in reality, it is a fake account.","['V0', 'Wci', 'Mec', 'Wci', 'Mec']",5,official-2014.1.sgml,True,False
4488,31,1,"Although emocons can be used to show certain emotion, this differs from the real authentic emotion of your friends when you observed them through their body language and their facial expression.","Although emoticons can be used to show certain emotions, this differs from the real emotion of your friends when you observe them through their body language and their facial expression.","['Mec', 'Nn', 'Rloc-', 'Vt']",4,official-2014.1.sgml,True,False
4490,31,1,"Furthermore, this lack of physical interaction has affected human inter-personal behaviour since communication is made through social media instead of meet-ups.","Furthermore, this lack of physical interaction has affected human interpersonal behaviour,  since communication is conducted through social media instead of meetings.","['Mec', 'Mec', 'Wci', 'Wform']",4,official-2014.1.sgml,True,False
4491,31,1,This lowers the experience of human ability to interact with one another which can adversely shape one's behaviour.,"This lowers the  human ability to interact with one another, which can adversely shape one's behaviour.","['Rloc-', 'Mec']",2,official-2014.1.sgml,True,False
4500,32,1,People can only use electical devices to access internet.,People can only use electrical devices to access the Internet.,"['Mec', 'ArtOrDet']",2,official-2014.1.sgml,True,False
4502,32,1,Generally people need they eyes to look at the display screen of their phone or computer and fingers to manipulate the corresponding device.,"Generally, people need their eyes to look at the screen of their phone or computer and fingers to manipulate the relevant device.","['Mec', 'Pform', 'Rloc-', 'Wci']",4,official-2014.1.sgml,True,False
4504,32,1,"A family of four having dinners in a restaurant without any chatting, because their holding and looking at their display screen with one hand when the other hand is holding a fork.","A family of four having dinner in a restaurant without any chatting, because they're holding and looking at their screen with one hand when the other hand is holding a fork.","['Nn', 'Mec', 'Rloc-']",3,official-2014.1.sgml,True,False
